Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
T131315,8,26,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of 23rd Avenue,94116,4,Sunset/Parkside,-122.480364209258,37.7493917485177
T120636,4,17,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of 32nd Avenue,94121,1,Outer Richmond,-122.492418461369,37.783230010688
T021067,6,26,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Stanyan Street,94118,1,Lone Mountain/USF,-122.454766771399,37.7751345190869
T051544,12,15,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Taylor Street,94108,3,Nob Hill,-122.412049085543,37.7892649468301
T152598,12,7,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Union Street,94133,3,North Beach,-122.4066153712,37.8008158714944
T120758,5,15,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Belvedere Street,94117,5,Haight Ashbury,-122.449481332809,37.7692041935308
T060897,6,16,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Gates Street,94110,9,Bernal Heights,-122.413978458596,37.7377232494986
T2K2648,12,8,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,4300 Block Of 20th Street,94114,8,Castro/Upper Market,-122.436341846987,37.7575351569477
T100126,1,29,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Castro Street,94114,8,Noe Valley,-122.434362930642,37.7548956248953
T2K1912,9,1,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 25th Avenue,94121,1,Outer Richmond,-122.484872346143,37.7810558407357
T080340,3,12,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 22nd Avenue,94121,1,Outer Richmond,-122.481517274444,37.7792655619576
T030742,6,10,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Hyde Street,94109,6,Tenderloin,-122.41609739069,37.7849211330456
T091677,12,7,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2200 Block Of Sacramento Street,94115,2,Pacific Heights,-122.429925412093,37.7904100293899
T050068,1,18,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,3500 Block Of 20th Street,94110,9,Mission,-122.420179323695,37.7586195932674
T021700,11,5,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2300 Block Of Francisco Street,94123,2,Marina,-122.443858484425,37.8007477403997
T120070,1,19,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2300 Block Of 42nd Avenue,94116,4,Sunset/Parkside,-122.500329262837,37.7428985272959
T2K0842,4,21,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Steiner Street,94115,5,Western Addition,-122.434187755192,37.7826256735528
T031108,9,9,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Capp Street,94110,9,Mission,-122.417210393427,37.7515098437975
T081048,7,8,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Lakeview Avenue,94112,11,Oceanview/Merced/Ingleside,-122.457654093975,37.7182873793992
T110076,1,24,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Madrid Street,94112,11,Excelsior,-122.435684591498,37.7177021982462
T010747,4,16,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2300 Block Of Market Street,94114,8,Castro/Upper Market,-122.434016378738,37.7633099102547
T020127,1,28,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Hampshire Street,94110,9,Mission,-122.407131211719,37.7505006433703
T041056,8,26,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3300 Block Of Steiner Street,94123,2,Marina,-122.437860447159,37.8001127378005
T070933,6,22,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of South Van Ness Avenue,94110,9,Mission,-122.416421083971,37.7547721853946
T061010,7,3,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of 21st Avenue,94122,4,Sunset/Parkside,-122.478619949841,37.7532107931198
T011539,8,31,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of 10th Avenue,94122,5,Inner Sunset,-122.467249102815,37.7630619768442
T992574,12,13,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Yerba Buena Avenue,94127,7,West of Twin Peaks,-122.458872461473,37.7330859823596
T031119,9,10,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Monterey Boulevard,94131,7,West of Twin Peaks,-122.443155426621,37.7316648913244
T020631,4,10,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of 28th Avenue,94122,4,Sunset/Parkside,-122.485984045586,37.7528861672932
T120905,6,6,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of 28th Avenue,94116,4,Sunset/Parkside,-122.485339109196,37.7416889712432
T010347,2,23,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Hayes Street,94117,5,Hayes Valley,-122.435295111889,37.7752571736236
T050533,5,11,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2100 Block Of Pine Street,94115,2,Pacific Heights,-122.431190560905,37.788317932174
T2K1824,8,25,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 2nd Avenue,94122,5,Inner Sunset,-122.45877871425,37.7648381279601
T2K2395,11,6,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3300 Block Of 20th Street,94110,9,Mission,-122.415229420673,37.7588083437881
T050914,8,2,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Teddy Avenue,,10,Visitacion Valley,-122.409692952565,37.7153951684728
T131934,12,5,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Fell Street,94117,5,Hayes Valley,-122.431841131487,37.7748519705929
T150085,1,16,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3100 Block Of 24th Street,94110,9,Mission,-122.415724213622,37.7524609842509
T151655,7,20,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of Van Ness Avenue,94109,3,Russian Hill,-122.423716686089,37.798106255692
T991859,9,13,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Webster Street,94117,5,Hayes Valley,-122.429916785861,37.7774337935271
T140476,3,10,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Haight Street,94117,5,Hayes Valley,-122.431274062525,37.7720569991936
T991080,5,27,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Greenwich Street,94133,3,Russian Hill,-122.413270635249,37.8018964095187
T011985,11,2,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3300 Block Of 26th Street,94110,9,Mission,-122.417313456871,37.7491457068473
T2K1146,5,26,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Broadway Street,94115,,,,
T140641,4,1,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of 10th Avenue,94116,7,Inner Sunset,-122.46647169959,37.750003940257
T120427,3,16,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Clay Street,94109,3,Nob Hill,-122.41528056539,37.7930641484664
T990697,4,8,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3400 Block Of Mission Street,94110,9,Bernal Heights,-122.422541993376,37.7413688555834
