name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Vantaggio at SF Jefferson Square,Downtown/Civic Center,37.7808351,-122.4236308,Private room,86,7,0,,,1,365
Cozy Studio right by UNION SQUARE,Downtown/Civic Center,37.78920343,-122.4069651,Entire home/apt,210,3,4,9/21/15,0.19,1,0
Modern Central Loft with city views,Downtown/Civic Center,37.78120578,-122.4139853,Entire home/apt,200,2,1,8/19/16,0.13,1,177
Beautiful studio in the heart of SF,Downtown/Civic Center,37.78497724,-122.4180636,Entire home/apt,250,1,0,,,1,0
Wyndham Canterbury San Francisco 1 Bedroom.,Downtown/Civic Center,37.78796973,-122.4123249,Entire home/apt,252,3,1,9/28/16,0.16,1,252
Wyndham Canterbury 1 Bedroom Deluxe (1),Downtown/Civic Center,37.7882421,-122.4118012,Entire home/apt,270,2,0,,,3,301
"Shared room for budget travellers , downtown SF",Downtown/Civic Center,37.78806731,-122.4165995,Shared room,20,12,0,,,1,353
Boutique studio in the heart of SF,Downtown/Civic Center,37.78279058,-122.4190167,Entire home/apt,160,3,1,1/13/17,0.37,1,89
Thanksgiving Week in San Francisco,Downtown/Civic Center,37.78926338,-122.4130688,Entire home/apt,299,1,0,,,1,0
Wyndham Canterbury 3 BR Presidential Reserve,Downtown/Civic Center,37.78819511,-122.4135362,Entire home/apt,565,2,0,,,3,265
"Private Room/Shared Bathrooms, Room#9 (2 Guests)",Downtown/Civic Center,37.78438839,-122.4153313,Private room,100,1,0,,,25,365
"Private Bathroom and Bath, Room#5(2 Guests)",Downtown/Civic Center,37.78444264,-122.4159447,Private room,120,1,0,,,25,365
Private Room with shared bathroom in Hotel,Downtown/Civic Center,37.78631171,-122.4139568,Private room,70,1,0,,,8,89
"Private Room/Shared Bathrooms, Room#4 (2 Guests)",Downtown/Civic Center,37.78370393,-122.4152186,Private room,100,1,3,1/12/17,1.05,25,365
BUNKHOUSE QUEEN A15,Downtown/Civic Center,37.787685,-122.4098963,Private room,110,1,51,2/12/17,2.82,69,22
Private Room with shared bathroom in Hotel,Downtown/Civic Center,37.78429565,-122.4122353,Private room,70,1,25,3/12/17,5.91,8,78
"5 blocks from Union Square, clean..",Downtown/Civic Center,37.7873947,-122.4157361,Private room,169,1,2,1/9/16,0.06,1,365
Modern SOMA Studio w/ Golden Gate bridge view,Downtown/Civic Center,37.77627932,-122.4183313,Entire home/apt,200,3,2,3/6/17,0.66,1,11
Elegant Union Square hotel room,Downtown/Civic Center,37.78722382,-122.4095551,Private room,235,2,14,9/29/16,0.73,8,32
"Private Room, Shared Bathroom, Room#2 (1 Guest)",Downtown/Civic Center,37.78433698,-122.4166506,Private room,65,1,7,3/25/17,2.39,25,284
Dorm Room with Hallway Bathroom D14,Downtown/Civic Center,37.78586474,-122.4087096,Private room,75,1,0,,,20,85
"San Francisco 1br, Near Opera House",Downtown/Civic Center,37.77945517,-122.4211017,Entire home/apt,239,2,17,8/9/16,0.53,7,365
SF Union Square Hotel Studio (6),Downtown/Civic Center,37.78799349,-122.4092486,Private room,229,1,6,10/8/16,0.35,6,365
"Private Room, Shared Bathroom, Room#3 (1 Guest)",Downtown/Civic Center,37.78419912,-122.4145644,Private room,65,1,1,2/19/17,0.7,25,360
BUNKHOUSE QUEEN  C10,Downtown/Civic Center,37.78691866,-122.4092277,Private room,70,1,11,3/12/17,5,69,0
Art Deco Gem,Downtown/Civic Center,37.7863837,-122.4153336,Entire home/apt,100,1,0,,,1,110
Sunny and quiet gem in the big city,Downtown/Civic Center,37.78639387,-122.4144255,Entire home/apt,268,1,12,3/5/17,0.44,1,357
Wyndham Canterbury 3 Bedroom Presidential (1),Downtown/Civic Center,37.789462,-122.4117988,Entire home/apt,565,2,0,,,14,57
Room with Shared Bath on Residential Hotel SF,Downtown/Civic Center,37.78781407,-122.4163734,Private room,79,2,4,3/16/17,1.48,6,289
BUNKHOUSE BUNK HALLWAY BATH A05,Downtown/Civic Center,37.7869441,-122.4092902,Private room,65,1,0,,,69,21
Cosy studio walking to Union Square,Downtown/Civic Center,37.78700877,-122.4164177,Entire home/apt,100,2,0,,,1,0
Dorm Room Private Bath E17,Downtown/Civic Center,37.78682776,-122.4077145,Private room,75,1,0,,,20,45
"Historic Building, Modern Amenities.",Downtown/Civic Center,37.78969388,-122.4095448,Entire home/apt,225,2,0,,,1,0
"Private Room/Shared Bathroom, Room#3 (2 Guests)",Downtown/Civic Center,37.78282638,-122.4150544,Private room,100,1,5,2/11/17,1.74,25,365
Wyndham Canterbury - 3 Bdrm Presidential Suite,Downtown/Civic Center,37.78824014,-122.4137245,Entire home/apt,600,3,0,,,3,159
Spacious Room Near Downtown SF (14),Downtown/Civic Center,37.78658904,-122.4135585,Private room,59,1,223,4/1/17,223,7,330
Dorm Room with Hallway Bath D8,Downtown/Civic Center,37.78677391,-122.4086655,Private room,75,1,0,,,20,78
BUNKHOUSE QUEEN C23,Downtown/Civic Center,37.78621658,-122.4095847,Private room,119,1,27,3/18/17,3.93,69,19
studio apartment sf downtown,Downtown/Civic Center,37.78352887,-122.4202273,Entire home/apt,100,25,0,,,1,0
Modern & Luxurious One Bedroom in the heart of SF,Downtown/Civic Center,37.77568946,-122.4192086,Entire home/apt,300,1,0,,,1,89
SUNNY SPACIOUS ROOM IN HEART OF SAN FRANCISCO,Downtown/Civic Center,37.78795657,-122.4154218,Private room,99,1,0,,,1,200
BUNKHOUSE QUEEN  C01,Downtown/Civic Center,37.78728661,-122.4080559,Private room,75,1,0,,,69,3
BUNKHOUSE QUEEN  C08,Downtown/Civic Center,37.78565821,-122.4081036,Private room,70,1,11,3/18/17,6.6,69,1
Studio for Superbowl 50,Downtown/Civic Center,37.78935726,-122.4143559,Entire home/apt,317,1,0,,,1,0
"Private Room/Shared Bathrooms, Room#7 (2 Guests)",Downtown/Civic Center,37.78370977,-122.415048,Private room,100,1,2,3/8/17,2,25,365
"Beautiful, light filled studio",Downtown/Civic Center,37.78472951,-122.4150668,Entire home/apt,90,2,25,8/25/16,1.83,1,0
Beautiful Condo Close To Market Street,Downtown/Civic Center,37.77477406,-122.4201186,Entire home/apt,149,30,19,2/15/17,3.43,1,0
Master bd located in my remodeled 3bd- 30 day min,Downtown/Civic Center,37.78868085,-122.415311,Private room,75,25,3,3/4/17,0.58,3,37
Residential hotel close to Union Square in DWTN SF,Downtown/Civic Center,37.78819211,-122.4123572,Entire home/apt,100,7,2,3/25/17,2,5,70
Nice SF Hotel/Timeshare (Union Sq.),Downtown/Civic Center,37.78890376,-122.4109817,Entire home/apt,180,1,24,9/30/16,0.68,41,0
Perfect modern 3bd SF apt for SB50,Downtown/Civic Center,37.7876355,-122.4203793,Entire home/apt,1000,4,0,,,1,0
Union Square's Club Donatello,Downtown/Civic Center,37.78737413,-122.4096712,Entire home/apt,249,2,6,10/7/16,0.1,3,7
Union Square Get Away,Downtown/Civic Center,37.78873307,-122.4130182,Shared room,170,2,1,2/12/16,0.07,1,0
Downtown SF Timeshare/Hotel Studio,Downtown/Civic Center,37.78738472,-122.4098336,Entire home/apt,180,2,18,10/8/16,0.93,41,0
Clean/Cozy Apt with Huge Patio!,Downtown/Civic Center,37.78289276,-122.4239569,Entire home/apt,140,2,9,8/8/15,0.43,1,0
BUNKHOUSE QUAD A20,Downtown/Civic Center,37.7876706,-122.4097434,Private room,89,1,65,3/11/17,3.09,69,25
BUNKHOUSE QUEEN B10,Downtown/Civic Center,37.78551524,-122.409088,Entire home/apt,110,1,42,3/10/17,3.84,69,5
"Private Room/Shared Bathroom, Room#1 (2 Guests)",Downtown/Civic Center,37.78354549,-122.4148037,Private room,100,1,0,,,25,365
BUNKHOUSE QUEEN B19,Downtown/Civic Center,37.78741597,-122.4095224,Private room,110,1,45,3/16/17,1.74,69,20
Private Room  1 block to downtown,Downtown/Civic Center,37.78410296,-122.4121664,Private room,55,10,10,9/29/16,0.38,3,357
Wyndham Canterbury 2 BR Presidential Reserve,Downtown/Civic Center,37.78857753,-122.413739,Entire home/apt,450,2,0,,,3,212
Private Room in Spacious Hayes Apt,Downtown/Civic Center,37.77876322,-122.4231858,Private room,300,1,0,,,3,0
New Private Room in Nob Hill,Downtown/Civic Center,37.78826289,-122.4180343,Private room,88,1,2,8/10/16,0.23,2,364
Charming Townhouse w/ Amazing View,Diamond Heights,37.74014837,-122.4368795,Private room,159,1,3,10/9/16,0.31,1,268
Tiocfaidh ar la,Diamond Heights,37.74406216,-122.4395257,Shared room,120,1,0,,,1,0
Entire Home,Diamond Heights,37.74531235,-122.4434383,Entire home/apt,200,7,2,1/4/17,0.37,1,106
Best Views in all of San Francisco,Diamond Heights,37.74598781,-122.4453205,Entire home/apt,230,2,97,2/17/17,1.38,3,256
Diamond heights double bed 1 room,Diamond Heights,37.74417401,-122.4399788,Private room,90,1,1,2/4/16,0.07,1,363
Spacious.Free Parking.Own Entrance,Diamond Heights,37.7414019,-122.4428318,Entire home/apt,110,1,72,3/24/17,12.63,1,42
Family Home with Everything You Need to Enjoy SF,Diamond Heights,37.74398891,-122.4391878,Entire home/apt,275,2,0,,,1,73
Bed & breakfast enveloped by lush rolling hills,Diamond Heights,37.74245084,-122.4432965,Private room,130,2,2,3/24/17,2,1,320
"Panoramic Views!   2BR, 2BA",Diamond Heights,37.74301407,-122.4418756,Entire home/apt,272,2,24,10/7/16,0.74,1,319
"City Holiday: 3BR/3BA, 3 floors with amazing views",Diamond Heights,37.74132216,-122.4370457,Entire home/apt,295,4,2,1/2/17,0.37,1,152
Private Room near Twin Peaks (Queen Bed),Diamond Heights,37.74318384,-122.4384787,Private room,300,1,0,,,1,90
Top of the Hill,Diamond Heights,37.74678355,-122.4424643,Private room,170,2,18,3/30/17,5.87,1,46
"Whole floor, private bath",Diamond Heights,37.73601847,-122.4430162,Entire home/apt,158,1,4,12/1/15,0.22,1,0
Amazing 2bd place with breathtaking Views,Diamond Heights,37.74636247,-122.4451194,Entire home/apt,350,2,0,,,1,0
Amazing 60s Design w/Stunning Views,Diamond Heights,37.74153272,-122.4359606,Private room,188,2,36,1/12/17,1.08,1,365
Mid century modern w a view 3b/3ba,Diamond Heights,37.74043304,-122.436996,Entire home/apt,375,2,9,1/2/17,0.45,1,0
Fab Mid-Century Master Suite,Diamond Heights,37.74608157,-122.4444017,Private room,140,2,5,11/13/16,0.75,1,16
Stunning Canyon View 1 Bedroom w/ Garage Parking,Diamond Heights,37.74149317,-122.4415134,Entire home/apt,159,1,12,3/31/17,7.06,1,314
Spacious 3bedroom/3bathroom/free parking,Diamond Heights,37.7356426,-122.4408541,Entire home/apt,390,3,41,3/27/17,1.19,2,353
Private Bedroom with Entrance,Diamond Heights,37.74531611,-122.440973,Private room,95,3,16,10/9/16,1.32,1,348
Float above San Francisco,Diamond Heights,37.74699097,-122.441557,Private room,115,2,90,3/25/17,2.74,1,48
Quiet central room w/ free parking,Diamond Heights,37.74529044,-122.4468081,Private room,70,1,19,3/17/17,11.18,1,78
Cozy Shared Room with amazing views!,Lakeshore,37.72036676,-122.4779354,Shared room,26,3,2,3/26/17,2,1,4
"SPACIOUS, BEAUTIFUL AND AMAZING LOCATION HOME",Lakeshore,37.73409873,-122.4798811,Entire home/apt,295,3,0,,,2,342
"Lakeside ""Secret Garden"" in SF",Lakeshore,37.71453579,-122.4776169,Private room,70,7,0,,,1,0
Quiet Townhouse 3 Bedrooms,Lakeshore,37.71631081,-122.4776191,Entire home/apt,800,1,0,,,1,0
City Retreat San Francisco 2/2 -208296,Lakeshore,37.71840911,-122.4821049,Entire home/apt,317,2,0,,,5,132
"Great View, Spacious One Bedroom",Lakeshore,37.71692546,-122.4813698,Entire home/apt,120,2,3,7/11/15,0.13,1,0
Cozy in the City 2/2 - 208294,Lakeshore,37.71880007,-122.4820863,Entire home/apt,317,1,0,,,5,132
High Rise in the City 2/2 - 208297,Lakeshore,37.71871297,-122.4797549,Entire home/apt,317,2,0,,,5,132
"Cozy San Francisco Townhome, Close to Downtown",Lakeshore,37.71633304,-122.4829152,Entire home/apt,150,2,0,,,1,80
Spacious Master Bedroom,Lakeshore,37.71742059,-122.4786292,Private room,57,1,2,6/18/16,0.21,1,0
"Charming Room, Stunning View-Private bath",Lakeshore,37.71649998,-122.4731546,Private room,69,1,19,2/26/17,1.89,1,360
Comfy 1 bedroom in 2 bedroom apt!!!,Lakeshore,37.71764795,-122.4828817,Private room,70,1,0,,,2,0
Scenic Lakefront 1br near the Ocean,Lakeshore,37.71568648,-122.498116,Entire home/apt,200,3,4,8/2/15,0.19,1,0
Private and Cozy bedroom and bathroom in the Bay,Lakeshore,37.71879479,-122.4811905,Private room,70,1,5,3/10/17,1.79,1,346
cozy private divided room by curtain Œ¨¢Œ_ÉŒ¡Ž_ÓŽÑ«,Lakeshore,37.71633418,-122.4731391,Private room,49,30,7,2/6/17,1.04,4,365
"Private master suite, 2 twin beds.",Lakeshore,37.72264916,-122.4736396,Private room,80,1,15,3/25/17,2.78,1,352
Luxury Gorgeous Spacious 1BR in SF!,Lakeshore,37.71571222,-122.4745362,Entire home/apt,129,1,9,3/26/17,2.25,1,314
Pet Friendly Paradise in San Francisco!,Lakeshore,37.71907899,-122.4805598,Entire home/apt,125,1,5,3/12/17,0.85,1,25
"Spacious, Queen Bed, Pvt Bath, Pvt Entry, Cpls :)",Lakeshore,37.73289635,-122.4936066,Private room,89,1,67,3/31/17,3.23,2,297
"1 BR/1BA/Balcony, Golf/Beach/SF Zoo",Lakeshore,37.71261817,-122.4887363,Entire home/apt,205,4,2,10/17/15,0.1,1,0
Adorable studio in San Francisco,Lakeshore,37.71430643,-122.4941162,Entire home/apt,145,3,1,7/3/15,0.05,1,0
"Garden View, Free Wifi Large Room",Lakeshore,37.71584746,-122.479384,Private room,110,30,5,8/20/14,0.15,2,290
"Huge, Charming, superBowl Room!",Lakeshore,37.73062977,-122.489444,Private room,700,1,0,,,1,365
Chic City Living 2/2 - 208295,Lakeshore,37.71823341,-122.4811632,Entire home/apt,317,2,0,,,5,132
Cozy private divided room in living room  Œ¨¢Œ_ÉŒ¡Ž_ÓŽÑ«,Lakeshore,37.71475894,-122.4732506,Shared room,29,30,6,1/31/17,0.94,4,364
Gracious room in pine lake park.,Lakeshore,37.73522504,-122.4809918,Private room,88,1,4,3/28/17,3.33,1,76
big lovely master room with private bathroom ŠüÈŒ¤,Lakeshore,37.71480016,-122.4730315,Private room,65,5,9,1/22/17,1.81,4,312
Spacious 1BDRM with Beautiful View,Lakeshore,37.72901833,-122.481157,Entire home/apt,160,1,1,12/31/15,0.07,1,0
Spacious 1 bedroom apartment,Lakeshore,37.71745186,-122.484231,Entire home/apt,164,2,18,3/5/17,2.56,1,4
Views from the 5th..Studio apt for you,Lakeshore,37.71637403,-122.4986074,Entire home/apt,120,1,5,8/22/16,0.55,1,0
"Modern Single Suite, Prvt Full Bath, Prvt Entry :)",Lakeshore,37.73337004,-122.4915951,Private room,77,1,46,3/23/17,2.2,2,339
Private Room in a Great Location,Lakeshore,37.71485281,-122.4736712,Private room,90,2,15,9/11/16,1.43,1,180
Merced Manor Luxurious Modern Apartment,Lakeshore,37.73100215,-122.4793206,Entire home/apt,225,3,98,3/26/17,1.77,1,261
My Castle.,Lakeshore,37.73412038,-122.4790227,Entire home/apt,295,3,17,3/29/17,2.59,2,342
"Garden View, Free WiFi Private Room",Lakeshore,37.71593972,-122.4794167,Private room,86,30,2,9/1/16,0.12,2,305
July short rental,Lakeshore,37.71592053,-122.4839048,Private room,22,9,0,,,1,0
Room next to Olympic Golf Courses,Lakeshore,37.71164399,-122.4849707,Private room,283,1,0,,,1,365
Beautiful Large City Apartment,Lakeshore,37.7140899,-122.4726967,Entire home/apt,295,1,17,3/5/17,2.49,2,119
Private room near SF State,Lakeshore,37.71617471,-122.4838119,Private room,60,2,23,5/9/16,1.5,1,0
Beautiful Apartment near West Portal,Lakeshore,37.73612034,-122.4800507,Entire home/apt,200,2,0,,,1,112
"Private room, quiet,cozy & secure, near lake, SFSU",Lakeshore,37.70871887,-122.4850856,Private room,60,1,10,3/27/17,6,1,158
Bright City Room wPrivate bath,Lakeshore,37.71965378,-122.4744004,Private room,60,1,18,3/9/17,2.7,2,116
Quiet room next to SFSU ,Lakeshore,37.72854386,-122.4797753,Private room,150,1,0,,,1,365
Lovely 1br next to Ocean & lake,Lakeshore,37.7159842,-122.4984808,Entire home/apt,150,2,16,1/21/17,0.91,1,8
Private escapade in San Francisco,Lakeshore,37.71728075,-122.4815993,Private room,82,1,0,,,1,0
"Spacious Master Bedroom, King Bed, & Private Bath",Lakeshore,37.73351616,-122.4822823,Private room,64,2,56,3/8/17,4.41,1,62
Lovely Studio with views of Lake Merced,Lakeshore,37.71656514,-122.4973316,Entire home/apt,99,1,3,2/17/17,0.71,1,20
Modern 4 Bedroom house w/ parking,Lakeshore,37.72131876,-122.47355,Entire home/apt,298,3,5,3/26/17,2.59,1,46
Sweat big sunny room near SFSU with nice view ŒÉÂŒøÒ¾ÂÁŒ¤,Lakeshore,37.71533901,-122.4728422,Private room,79,5,6,1/14/17,0.87,4,316
San Fran Jewel 2/2 -208285,Lakeshore,37.71738271,-122.4806547,Entire home/apt,317,2,0,,,5,130
"Private, free parking & breakfast, SFSU, muni,bus",Lakeshore,37.73350913,-122.4869133,Private room,87,2,72,3/28/17,4.94,1,185
Comfy 1 bedroom in 2 bedroom apt!!!,Lakeshore,37.71710077,-122.4808324,Private room,45,1,0,,,2,0
Sunny and Spacious North Beach Apt.,Russian Hill,37.80091824,-122.4151857,Entire home/apt,650,1,0,,,1,0
Remodeled 3 Bedroom In North Beach,Russian Hill,37.7994453,-122.4130259,Entire home/apt,246,30,8,4/17/16,0.33,3,365
Russian Hill Two Bedroom Victorian,Russian Hill,37.80275728,-122.4240683,Entire home/apt,995,3,0,,,1,0
Private & Charming 1BR Apt - R Hill,Russian Hill,37.79687059,-122.4185763,Entire home/apt,180,5,4,8/16/14,0.1,1,91
Top floor sanctuary in North Beach,Russian Hill,37.80202519,-122.4141883,Private room,120,1,4,3/23/16,0.13,1,0
Redwood Suite- 2 Queen Beds or 1 Bed & Living Room,Russian Hill,37.79818934,-122.4085395,Private room,180,2,2,3/10/17,1.87,4,361
Suites At Fisherman's Wharf,Russian Hill,37.80517388,-122.4195995,Entire home/apt,295,7,0,,,1,0
Fairmont Heritage Place Penthouse,Russian Hill,37.80498718,-122.4240575,Entire home/apt,685,3,0,,,1,0
Spacious Top Floor Russian Hill Apt,Russian Hill,37.79800981,-122.4217711,Entire home/apt,280,1,9,11/6/16,0.53,1,30
"3 Bedroom 3 Bath, Greenwich Villa",Russian Hill,37.80100729,-122.4143039,Entire home/apt,600,2,3,11/4/16,0.45,1,260
Big+Bright+Modern Russian Hill 3BR,Russian Hill,37.8001506,-122.4210036,Entire home/apt,199,2,36,3/13/17,2.43,1,344
Charmed Hilltop  270å¡  Balcony View,Russian Hill,37.80150185,-122.4169271,Entire home/apt,380,2,13,3/16/17,1.72,2,49
"2 bed, 1 bath in Russian Hill",Russian Hill,37.80101226,-122.4219105,Entire home/apt,155,5,5,3/27/17,0.63,1,350
Room in San Francisco Apartment (Prime Location),Russian Hill,37.7995255,-122.4096878,Private room,400,1,0,,,1,364
Sunny Russian Hill One Bedroom,Russian Hill,37.80184704,-122.420905,Entire home/apt,185,2,6,3/10/17,0.95,1,0
Suites at Fisherman's Wharf,Russian Hill,37.8049909,-122.4211633,Entire home/apt,599,2,0,,,3,0
Center North Beach w/stunning views,Russian Hill,37.80016929,-122.4124324,Entire home/apt,250,2,24,8/8/16,0.69,1,17
Master Suite @ Russian Hill's Panoramic Penthouse,Russian Hill,37.80426453,-122.416651,Private room,350,4,28,10/8/16,0.76,3,365
Cozy Russian Hill apartment close to the sights,Russian Hill,37.80081093,-122.4230318,Entire home/apt,500,4,10,2/19/17,0.53,1,8
"Private & Quiet, 1 BR Apt. with spectacular views",Russian Hill,37.79782286,-122.4152121,Entire home/apt,198,2,25,3/17/17,1.9,1,24
2 Bedroom - Great Location +Living room & backyard,Russian Hill,37.79757858,-122.4204013,Entire home/apt,700,3,4,7/31/16,0.29,1,0
Charming 1BR Fishermans Wharf Condo,Russian Hill,37.80520537,-122.4213711,Entire home/apt,180,2,4,1/26/16,0.26,41,0
Russian Hill Modern Luxury with Golden Gate Views,Russian Hill,37.80092973,-122.4200342,Entire home/apt,399,3,15,3/31/17,2.45,1,257
Must like cats,Russian Hill,37.80089509,-122.4240906,Private room,210,1,0,,,1,0
"Adorable, immaculate N. Beach jewel",Russian Hill,37.80042862,-122.4119447,Entire home/apt,220,3,5,1/15/17,0.15,1,263
Charming 2 Bedroom Fishermans Wharf,Russian Hill,37.806211,-122.4213964,Entire home/apt,300,1,1,10/1/15,0.05,41,0
Russian Hill Pied-ÌÛ-Terre,Russian Hill,37.7963466,-122.419793,Private room,200,1,0,,,1,0
Large Master Bedroom in Russian Hill / Marina Apt.,Russian Hill,37.80053429,-122.4231624,Private room,165,1,6,9/21/16,0.76,1,89
North Beach pad with garage,Russian Hill,37.79802648,-122.4115091,Entire home/apt,185,3,135,3/14/17,3.3,1,212
SF Luxury Flat Spectacular Views,Russian Hill,37.79941365,-122.4150722,Entire home/apt,750,7,6,2/12/17,0.28,1,358
Charming Lrg 1 bdrm w/stunning view,Russian Hill,37.80407187,-122.4178832,Entire home/apt,195,1,44,3/18/17,1.23,1,165
Russian Hill/ North Beach Victorian,Russian Hill,37.80415779,-122.4187081,Entire home/apt,185,5,105,3/16/17,2.92,1,160
Gorgeous Girl's Bedroom in San Fran,Russian Hill,37.80129112,-122.4142812,Private room,89,1,0,,,1,336
"Nov. 19-Dec 2, One bedroom in a 2bd",Russian Hill,37.79969383,-122.4110883,Private room,70,7,0,,,1,0
Superbowl N. Beach Condo w/ parking,Russian Hill,37.79770704,-122.4132021,Entire home/apt,250,1,1,2/9/16,0.07,1,0
Room for Rent,Russian Hill,37.80201882,-122.423385,Private room,150,1,1,8/17/15,0.05,1,365
Russian Hill Gem,Russian Hill,37.79711801,-122.4154779,Entire home/apt,437,1,34,3/27/17,2.58,1,295
Cute & convienent Russian Hill apt,Russian Hill,37.80058159,-122.4214291,Entire home/apt,200,1,0,,,1,0
Spacious 1BR Apt in Little Italy,Russian Hill,37.79923161,-122.4101676,Entire home/apt,200,1,10,5/11/16,0.81,1,21
